Origin,Destination,Traffic
Jamaica,Cuba,5888
Jamaica,Dominican Republic,12988
Jamaica,Germany,22535
Jamaica,Italy,23902
Jamaica,Jamaica,130126
Jamaica,Mexico,253
Jamaica,Panama,88151
Jamaica,Russia,8408
Jamaica,Sint Maarten,9018
Jamaica,Trinidad and Tobago,53473
Jamaica,Turks and Caicos Islands,22720
Jamaica,United Kingdom,97655
Jamaica,United States of America,1213158
Japan,Australia,767200
Japan,Austria,210346
Japan,Cambodia,102955
Japan,Canada,925072
Japan,China,14933207
Japan,Taiwan,12232115
Japan,Czechia,633
Japan,Djibouti,233
Japan,Finland,30793
Japan,France,291
Japan,French Polynesia,32524
Japan,Germany,445680
Japan,Hong Kong,1060334
Japan,Italy,2196
Japan,Japan,99908543
Japan,Kazakhstan,6308
Japan,Macau,153391
Japan,Malaysia,590716
Japan,Mongolia,82447
Japan,Myanmar,102587
Japan,Nepal,34860
Japan,New Caledonia,46908
Japan,Palau,8891
Japan,Papua New Guinea,5973
Japan,Philippines,816935
Japan,Poland,139077
Japan,Portugal,176
Japan,Russia,223738
Japan,Saudi Arabia,38
Japan,Singapore,3402284
Japan,Slovenia,213
Japan,South Korea,7659650
Japan,Switzerland,138903
Japan,United Kingdom,49917
Japan,United States of America,2676006
Japan,Uzbekistan,22325
Japan,Vietnam,1445510
Jordan,Austria,94149
Jordan,Bahrain,163832
Jordan,Belgium,35538
Jordan,Bulgaria,15270
Jordan,Canada,24301
Jordan,Cyprus,79833
Jordan,Czechia,35906
Jordan,Denmark,48103
Jordan,Egypt,783308
Jordan,Eritrea,621
Jordan,France,171746
Jordan,Georgia,6712
Jordan,Germany,240033
Jordan,Greece,94291
Jordan,Hong Kong,15237
Jordan,Hungary,32246
Jordan,Iraq,403630
Jordan,Israel,160896
Jordan,Italy,222511
Jordan,Jordan,65422
Jordan,Kuwait,421417
Jordan,Lebanon,334465
Jordan,Libya,89254
Jordan,Lithuania,35548
Jordan,Malaysia,19523
Jordan,Malta,26864
Jordan,Morocco,18116
Jordan,Netherlands,54289
Jordan,Oman,105510
Jordan,Poland,71096
Jordan,Qatar,468381
Jordan,Romania,66569
Jordan,Russia,54047
Jordan,Saudi Arabia,902057
Jordan,Slovakia,7280
Jordan,Slovenia,547
Jordan,Spain,78831
Jordan,Sudan,14829
Jordan,Switzerland,23904
Jordan,Syria,2201
Jordan,Tanzania,540
Jordan,Thailand,125871
Jordan,Tunisia,45363
Jordan,Turkey,774057
Jordan,Ukraine,36885
Jordan,United Arab Emirates,1359433
Jordan,United Kingdom,237495
Jordan,United States of America,288124
Kazakhstan,Azerbaijan,39758
Kazakhstan,Belarus,71200
Kazakhstan,Belgium,149
Kazakhstan,China,220000
Kazakhstan,Egypt,16527
Kazakhstan,Georgia,68973
Kazakhstan,Germany,125609
Kazakhstan,Greece,2333
Kazakhstan,Hong Kong,39415
Kazakhstan,India,100180
Kazakhstan,Iran,3086
Kazakhstan,Kazakhstan,4788440
Kazakhstan,Kyrgyzstan,102176
Kazakhstan,Latvia,16955
Kazakhstan,Lithuania,5238
Kazakhstan,Malaysia,43405
Kazakhstan,Mongolia,11312
Kazakhstan,Poland,54328
Kazakhstan,Russia,1082411
Kazakhstan,South Korea,155486
Kazakhstan,Tajikistan,70705
Kazakhstan,Thailand,69594
Kazakhstan,Turkey,465534
Kazakhstan,Turkmenistan,37940
Kazakhstan,Ukraine,137665
Kazakhstan,United Arab Emirates,261553
Kazakhstan,Uzbekistan,209777
Kazakhstan,Vietnam,23
Kenya,Austria,1
Kenya,Cameroon,13150
Kenya,Canada,2
Kenya,Chad,1130
Kenya,Italy,56072
Kenya,Kenya,2307436
Kenya,Liberia,7894
Kenya,Madagascar,82957
Kenya,Mozambique,12786
Kenya,Seychelles,32310
Kenya,Switzerland,56591
Kenya,Tanzania,219883
Kenya,United Arab Emirates,97002
Kenya,Zambia,15918
Kenya,Zimbabwe,13038
Kuwait,Austria,7699
Kuwait,Bosnia and Herzegovina,10362
Kuwait,Bulgaria,1949
Kuwait,Cyprus,1097
Kuwait,Egypt,122218
Kuwait,France,3007
Kuwait,Georgia,43074
Kuwait,Germany,37171
Kuwait,India,315053
Kuwait,Iran,144616
Kuwait,Iraq,55841
Kuwait,Italy,40257
Kuwait,Kyrgyzstan,4370
Kuwait,Oman,339107
Kuwait,Pakistan,89654
Kuwait,Philippines,199023
Kuwait,Saudi Arabia,522522
Kuwait,Turkey,28211
Kuwait,United Arab Emirates,250219
Kuwait,United Kingdom,441339
Kyrgyzstan,Afghanistan,9930
Kyrgyzstan,China,56663
Kyrgyzstan,Egypt,9832
Kyrgyzstan,Kazakhstan,21406
Kyrgyzstan,Kyrgyzstan,515821
Kyrgyzstan,Mongolia,4321
Kyrgyzstan,Russia,707174
Kyrgyzstan,Turkey,341030
Kyrgyzstan,United Arab Emirates,23931
Kyrgyzstan,Uzbekistan,40979
Laos,Cambodia,104214
Laos,China,12894
Laos,Laos,640562
Laos,Singapore,20645
Laos,Vietnam,11472
Latvia,Albania,4
Latvia,Austria,129973
Latvia,Bulgaria,114
Latvia,Croatia,15985
Latvia,Estonia,278907
Latvia,Finland,73651
Latvia,Georgia,51351
Latvia,Germany,311225
Latvia,Greece,10552
Latvia,Israel,73665
Latvia,Italy,17331
Latvia,Latvia,14758
Latvia,Lithuania,207798
Latvia,North Macedonia,84
Latvia,Montenegro,145
Latvia,Norway,114349
Latvia,Poland,198531
Latvia,Russia,48
Latvia,Slovakia,1385
Latvia,Spain,463
Latvia,Switzerland,96312
Latvia,Uzbekistan,27818
Lebanon,Armenia,46650
Lebanon,Austria,8
Lebanon,Belarus,6607
Lebanon,Belgium,42865
Lebanon,Bulgaria,5238
Lebanon,Croatia,33
Lebanon,Cyprus,209713
Lebanon,Czechia,23746
Lebanon,Denmark,50307
Lebanon,Egypt,449759
Lebanon,France,636054
Lebanon,Georgia,5636
Lebanon,Germany,323403
Lebanon,Greece,811
Lebanon,Iran,55460
Lebanon,Iraq,420322
Lebanon,Italy,223496
Lebanon,Kuwait,304854
Lebanon,Morocco,44456
Lebanon,Nigeria,18769
Lebanon,Poland,23937
Lebanon,Qatar,521128
Lebanon,Romania,35701
Lebanon,Russia,44191
Lebanon,Saudi Arabia,836091
Lebanon,Spain,39137
Lebanon,Sweden,571
Lebanon,Switzerland,96121
Lebanon,Syria,2491
Lebanon,Tunisia,28968
Lebanon,Turkey,1124751
Lebanon,United Arab Emirates,1048373
Lebanon,United Kingdom,302042
Lebanon,United States of America,478
Libya,Egypt,74047
Libya,Libya,110297
Libya,Saudi Arabia,12595
Libya,Tunisia,716449
Libya,Turkey,31302
Lithuania,Bulgaria,4144
Lithuania,Cyprus,17772
Lithuania,Finland,25974
Lithuania,France,1
Lithuania,Germany,19354
Lithuania,Greece,10996
Lithuania,Ireland,30242
Lithuania,Israel,37041
Lithuania,Italy,88747
Lithuania,Latvia,76209
Lithuania,Norway,42469
Lithuania,Poland,269687
Lithuania,Russia,360
Lithuania,Spain,22714
Lithuania,United Kingdom,315394
Luxembourg,Austria,126183
Luxembourg,Bulgaria,12743
Luxembourg,Cape Verde,3753
Luxembourg,Croatia,5006
Luxembourg,Czechia,13187
Luxembourg,Egypt,731
Luxembourg,Finland,418
Luxembourg,France,124031
Luxembourg,Germany,384387
Luxembourg,Greece,16993
Luxembourg,Italy,340424
Luxembourg,Malta,35129
Luxembourg,Morocco,7525
Luxembourg,Poland,57566
Luxembourg,Portugal,322181
Luxembourg,Spain,326053
Luxembourg,Switzerland,154386
Luxembourg,Tunisia,8739
Luxembourg,United Arab Emirates,3107
Luxembourg,United Kingdom,27085
Macau,Cambodia,175052
Macau,China,2850856
Macau,Taiwan,1468120
Macau,Japan,134767
Macau,Palau,26132
Macau,Philippines,380869
Macau,Singapore,160607
Macau,South Korea,183237
Macau,Thailand,42170
Madagascar,Italy,7746
Madagascar,Madagascar,452140
Madagascar,Mayotte,13805
Madagascar,Reunion,56920
Madagascar,Tanzania,1836
Malawi,Kenya,93778
Malawi,Malawi,66723
Malawi,South Africa,44712
Malawi,Tanzania,12487
Malawi,Zambia,26898
Malaysia,Australia,2225920
Malaysia,Brunei Darussalam,159924
Malaysia,Cambodia,747546
Malaysia,China,4008611
Malaysia,Taiwan,1430818
Malaysia,Hong Kong,207646
Malaysia,India,1212026
Malaysia,Indonesia,2239072
Malaysia,Japan,977425
Malaysia,Laos,47189
Malaysia,Macau,367698
Malaysia,Malaysia,28797088
Malaysia,Maldives,156042
Malaysia,Mauritius,34403
Malaysia,Myanmar,388994
Malaysia,Oman,274058
Malaysia,Pakistan,62841
Malaysia,Philippines,1010693
Malaysia,Saudi Arabia,240407
Malaysia,Singapore,2910162
Malaysia,South Korea,1082922
Malaysia,Thailand,177081
Malaysia,United Arab Emirates,55630
Malaysia,United Kingdom,481335
Malaysia,Uzbekistan,33076
Malaysia,Vietnam,1480818
Maldives,Austria,18017
Maldives,China,182753
Maldives,India,126745
Maldives,Italy,49358
Maldives,Japan,3816
Maldives,Maldives,1252723
Maldives,Russia,138373
Maldives,Saudi Arabia,22266
Maldives,Singapore,351501
Maldives,Switzerland,40137
Mali,Benin,13745
Mali,Burkina Faso,52051
Mali,Congo,5886
Mali,France,240756
Mali,Gabon,4861
Mali,Germany,518
Mali,Guinea,24320
Mali,Cote dIvoire,1
Mali,Kenya,10138
Mali,Libya,2195
Mali,Mauritania,21948
Mali,Morocco,104323
Mali,Niger,6663
Mali,Senegal,125338
Mali,Togo,23397
Mali,Tunisia,17678
Mali,Turkey,52441
Malta,Austria,131618
Malta,Bulgaria,48468
Malta,Cyprus,6586
Malta,Czechia,26673
Malta,Estonia,18860
Malta,France,137263
Malta,Georgia,3238
Malta,Germany,332269
Malta,Greece,28858
Malta,Ireland,26797
Malta,Israel,46451
Malta,Italy,609080
Malta,Latvia,49134
Malta,Lithuania,37738
Malta,North Macedonia,40710
Malta,Netherlands,22888
Malta,Norway,26610
Malta,Poland,129288
Malta,Portugal,49822
Malta,Romania,42435
Malta,Russia,35786
Malta,Spain,93738
Malta,Switzerland,115700
Malta,Tunisia,42096
Malta,United Kingdom,42876
Marshall Islands,Kiribati,12263
Marshall Islands,Marshall Islands,44202
Marshall Islands,Micronesia,15627
Martinique,Brazil,3308
Martinique,Canada,55956
Martinique,Cuba,4272
Martinique,Dominican Republic,10789
Martinique,France,3857
Martinique,Germany,14371
Martinique,Guadeloupe,407300
Martinique,Haiti,3012
Martinique,Saint Lucia,18824
Martinique,Sint Maarten,1205
Martinique,United States of America,58447
Mauritania,France,3212
Mauritania,Mauritania,51713
Mauritania,Tunisia,46382
Mauritius,Australia,50383
Mauritius,Austria,31143
Mauritius,China,41331
Mauritius,Germany,12829
Mauritius,India,303
Mauritius,Kenya,69465
Mauritius,Madagascar,119885
Mauritius,Mauritius,192077
Mauritius,Norway,1166
Mauritius,Reunion,612363
Mauritius,Saudi Arabia,19011
Mauritius,Seychelles,56567
Mauritius,Singapore,49904
Mauritius,Switzerland,58752
Mayotte,Comoros,18120
Mayotte,Kenya,20851
Mayotte,Madagascar,41757
Mayotte,Reunion,147387
Mexico,Argentina,101295
Mexico,Canada,5031578
Mexico,Cayman Islands,9
Mexico,Chile,330396
Mexico,China,75524
Mexico,Colombia,71513
Mexico,Costa Rica,499586
Mexico,Cuba,405901
Mexico,Dominican Republic,68492
Mexico,Ecuador,169490
Mexico,El Salvador,414001
Mexico,Finland,4112
Mexico,Germany,458055
Mexico,Guatemala,46142
Mexico,Honduras,51209
Mexico,Ireland,2996
Mexico,Italy,67138
Mexico,Jamaica,11481
Mexico,Japan,223227
Mexico,Mexico,53213453
Mexico,Nicaragua,33299
Mexico,Norway,983
Mexico,Panama,1293920
Mexico,Peru,431083
Mexico,Portugal,33996
Mexico,Russia,68209
Mexico,Spain,312702
Mexico,Sweden,1104
Mexico,Switzerland,78422
Mexico,Turkey,12674
Mexico,United Kingdom,704030
Mexico,United States of America,15451111
Micronesia,Kiribati,254
Micronesia,Marshall Islands,19936
Micronesia,Micronesia,30427
Micronesia,Papua New Guinea,4081
Moldova,Austria,82769
Moldova,Belarus,42640
Moldova,Cyprus,16657
Moldova,Czechia,1288
Moldova,France,11271
Moldova,Germany,49480
Moldova,Greece,8650
Moldova,Israel,77922
Moldova,Italy,390966
Moldova,Moldova,383
Moldova,Poland,47334
Moldova,Portugal,25219
Moldova,Romania,124107
Moldova,Russia,123217
Moldova,Spain,5522
Moldova,United Kingdom,252236
Monaco,France,242650
Mongolia,Mongolia,119765
Mongolia,Russia,8433
Montenegro,Albania,75
Montenegro,Austria,92924
Montenegro,Estonia,95
Montenegro,Israel,35689
Montenegro,Lithuania,149
Montenegro,Montenegro,509
Montenegro,Poland,57876
Montenegro,Switzerland,40224
Morocco,Algeria,62184
Morocco,Angola,29587
Morocco,Austria,123622
Morocco,Belgium,152383
Morocco,Benin,24875
Morocco,Brazil,130373
Morocco,Bulgaria,1578
Morocco,Burkina Faso,38632
Morocco,Cameroon,51989
Morocco,Canada,285970
Morocco,Cape Verde,33134
Morocco,Central African Republic,1118
Morocco,Chad,15864
Morocco,China,819
Morocco,Congo,2037
Morocco,Czechia,23260
Morocco,Democratic Republic of the Congo,21155
Morocco,Denmark,43909
Morocco,Egypt,106
Morocco,Equatorial Guinea,13263
Morocco,Finland,7266
Morocco,France,1903609
Morocco,Gabon,38398
Morocco,Germany,668210
Morocco,Gibraltar,2274
Morocco,Guinea Bissau,19788
Morocco,Hungary,4216
Morocco,Iceland,494
Morocco,Ireland,10738
Morocco,Israel,188
Morocco,Italy,830071
Morocco,Kenya,5577
Morocco,Liberia,30660
Morocco,Lithuania,4554
Morocco,Luxembourg,13689
Morocco,Malta,18733
Morocco,Mauritania,131836
Morocco,Morocco,1286611
Morocco,Netherlands,102672
Morocco,Niger,33025
Morocco,Nigeria,86700
Morocco,Norway,4215
Morocco,Oman,70961
Morocco,Poland,75172
Morocco,Portugal,288640
Morocco,Qatar,211535
Morocco,Russia,30867
Morocco,Saudi Arabia,419981
Morocco,Senegal,300617
Morocco,Sierra Leone,32139
Morocco,Spain,655680
Morocco,Sweden,10209
Morocco,Switzerland,175550
Morocco,Togo,24594
Morocco,Tunisia,304287
Morocco,Turkey,471112
Morocco,Uganda,2684
Morocco,United Arab Emirates,323572
Morocco,United Kingdom,484392
Morocco,United States of America,300385
Morocco,Western Sahara,413123
Mozambique,Kenya,37200
Mozambique,Madagascar,64
Mozambique,Malawi,267
Mozambique,Mozambique,727916
Mozambique,South Africa,45557
Mozambique,Tanzania,1126
Myanmar,Cambodia,1210
Myanmar,China,289465
Myanmar,Taiwan,91256
Myanmar,Macau,12756
Myanmar,Myanmar,3728150
Myanmar,Singapore,734658
Myanmar,Vietnam,95257
Namibia,Namibia,110062
Nauru,Fiji,22894
Nauru,Kiribati,9608
Nauru,Marshall Islands,2219
Nauru,Micronesia,115
Nepal,Bhutan,97355
Nepal,Cambodia,360
Nepal,China,88206
Nepal,India,7768
Nepal,Japan,600
Nepal,Kuwait,7695
Nepal,Malaysia,331828
Nepal,Nepal,2246096
Nepal,Oman,210237
Nepal,Singapore,88657
Nepal,United Arab Emirates,233080
Netherlands,Albania,40665
Netherlands,Angola,24910
Netherlands,Argentina,144893
Netherlands,Aruba,150736
Netherlands,Austria,1359965
Netherlands,Bahrain,41863
Netherlands,Belarus,72309
Netherlands,Belgium,381631
Netherlands,"Bonaire, Saint Eustatius and Saba",155311
Netherlands,Bosnia and Herzegovina,48414
Netherlands,Brazil,533207
Netherlands,Bulgaria,324972
Netherlands,Canada,1239986
Netherlands,Cape Verde,91760
Netherlands,Chile,55488
Netherlands,China,1321190
Netherlands,Taiwan,244607
Netherlands,Colombia,139265
Netherlands,Costa Rica,40810
Netherlands,Croatia,376558
Netherlands,Cuba,105794
Netherlands,Curaçao,506699
Netherlands,Cyprus,88401
Netherlands,Czechia,865772
Netherlands,Denmark,1568513
Netherlands,Dominican Republic,4248
Netherlands,Ecuador,207448
Netherlands,Egypt,138253
Netherlands,Estonia,77300
Netherlands,Finland,721179
Netherlands,France,3609309
Netherlands,Gambia,21855
Netherlands,Georgia,43287
Netherlands,Germany,4658664
Netherlands,Greece,1478081
Netherlands,Hong Kong,418387
Netherlands,Hungary,450052
Netherlands,Iceland,273425
Netherlands,India,517174
Netherlands,Indonesia,370260
Netherlands,Iran,27457
Netherlands,Ireland,1396787
Netherlands,Israel,635844
Netherlands,Italy,4486252
Netherlands,Japan,500211
Netherlands,Kazakhstan,35135
Netherlands,Kenya,400130
Netherlands,Kuwait,94140
Netherlands,Latvia,202272
Netherlands,Lebanon,50942
Netherlands,Liberia,1824
Netherlands,Lithuania,162242
Netherlands,Luxembourg,185393
Netherlands,North Macedonia,85036
Netherlands,Malaysia,185874
Netherlands,Malta,131015
Netherlands,Mauritius,46384
Netherlands,Mexico,372229
Netherlands,Moldova,696
Netherlands,Morocco,697577
Netherlands,Namibia,37844
Netherlands,Netherlands,41765
Netherlands,New Zealand,11
Netherlands,Nigeria,182923
Netherlands,Norway,1810006
Netherlands,Oman,41341
Netherlands,Panama,233960
Netherlands,Peru,275530
Netherlands,Philippines,130850
Netherlands,Poland,1730909
Netherlands,Portugal,2018301
Netherlands,Qatar,214725
Netherlands,Romania,576993
Netherlands,Russia,823578
Netherlands,Rwanda,70400
Netherlands,Saudi Arabia,75416
Netherlands,Serbia,173750
Netherlands,Sierra Leone,2714
Netherlands,Singapore,321540
Netherlands,Sint Maarten,37827
Netherlands,Slovenia,89493
Netherlands,South Africa,489854
Netherlands,South Korea,297549
Netherlands,Spain,5415616
Netherlands,Sri Lanka,14911
Netherlands,Suriname,382207
Netherlands,Sweden,1442359
Netherlands,Switzerland,2148896
Netherlands,Tanzania,201867
Netherlands,Thailand,335043
Netherlands,Tunisia,20305
Netherlands,Turkey,1730923
Netherlands,Uganda,110731
Netherlands,Ukraine,233926
Netherlands,United Arab Emirates,1305067
Netherlands,United Kingdom,10854338
Netherlands,United States of America,6266484
New Caledonia,Australia,102615
New Caledonia,French Polynesia,21362
New Caledonia,Japan,131653
New Caledonia,New Caledonia,414489
New Caledonia,Vanuatu,50001
New Caledonia,Wallis and Futuna,20642
New Zealand,Australia,5396455
New Zealand,Canada,144699
New Zealand,Chile,122988
New Zealand,China,868498
New Zealand,Taiwan,134115
New Zealand,Cook Islands,331650
New Zealand,Fiji,526476
New Zealand,France,1
New Zealand,French Polynesia,116702
New Zealand,Hong Kong,489503
New Zealand,Indonesia,116148
New Zealand,Japan,255664
New Zealand,Malaysia,171896
New Zealand,Netherlands,1
New Zealand,New Caledonia,74345
New Zealand,New Zealand,14328659
New Zealand,Niue,25302
New Zealand,Norfolk Island,1133
New Zealand,Philippines,66737
New Zealand,Qatar,152265
New Zealand,Singapore,715849
New Zealand,South Korea,146174
New Zealand,Thailand,176692
New Zealand,Tonga,141322
New Zealand,United Arab Emirates,402201
New Zealand,United Kingdom,40315
New Zealand,United States of America,1115113
New Zealand,Vanuatu,57750
New Zealand,Western Samoa,256450
Nicaragua,Canada,145
Nicaragua,Costa Rica,85114
Nicaragua,El Salvador,179759
Nicaragua,Honduras,10134
Nicaragua,Nicaragua,233175
Nicaragua,Panama,203569
Nicaragua,United States of America,270954
Niger,Algeria,184
Niger,Burkina Faso,50578
Niger,Libya,125996
Niger,Niger,16804
Niger,Tunisia,28042
Nigeria,Burkina Faso,370
Nigeria,Cameroon,17496
Nigeria,Cape Verde,3661
Nigeria,Chad,10492
Nigeria,Congo,291
Nigeria,Democratic Republic of the Congo,87
Nigeria,Egypt,52564
Nigeria,Equatorial Guinea,6518
Nigeria,Ethiopia,165872
Nigeria,France,37794
Nigeria,Germany,68269
Nigeria,Ghana,69925
Nigeria,Italy,31806
Nigeria,Kenya,102092
Nigeria,Liberia,8060
Nigeria,Morocco,250
Nigeria,Namibia,9881
Nigeria,Niger,2543
Nigeria,Nigeria,5392751
Nigeria,Rwanda,14407
Nigeria,Saudi Arabia,16725
Nigeria,Senegal,27
Nigeria,Sudan,20278
Nigeria,Togo,20624
Nigeria,Turkey,75846
Nigeria,United Arab Emirates,198331
Nigeria,United Kingdom,134761
Norfolk Island,Australia,33791
North Korea,China,110351
North Korea,Russia,25639
North Macedonia,Austria,184003
North Macedonia,Bulgaria,974
North Macedonia,Croatia,77783
North Macedonia,Estonia,2208
North Macedonia,Finland,16094
North Macedonia,Germany,62389
North Macedonia,Israel,73
North Macedonia,Italy,39686
North Macedonia,Montenegro,368
North Macedonia,Norway,32444
North Macedonia,Poland,32583
North Macedonia,Sweden,26850
North Macedonia,Switzerland,208268
Norway,Albania,6711
Norway,Austria,234687
Norway,Bosnia and Herzegovina,10290
Norway,Bulgaria,7952
Norway,Canada,1
Norway,China,17439
Norway,Croatia,161161
Norway,Czechia,152709
Norway,Denmark,540188
Norway,Estonia,125366
Norway,Finland,67629
Norway,France,130925
Norway,Germany,509794
Norway,Greece,34085
Norway,Hungary,3850
Norway,Iceland,348685
Norway,Israel,33039
Norway,Italy,129312
Norway,Japan,240
Norway,Latvia,307970
Norway,Lithuania,398256
Norway,Montenegro,4834
Norway,Morocco,20289
Norway,Netherlands,88514
Norway,Norway,16754050
Norway,Poland,983148
Norway,Romania,29848
Norway,Russia,124195
Norway,Serbia,35113
Norway,Slovenia,702
Norway,Spain,257694
Norway,Sweden,17164
Norway,Switzerland,198053
Norway,Turkey,1527
Norway,United Kingdom,295162
Norway,United States of America,265
Norway,Vietnam,1176
Oman,Bangladesh,7886
Oman,China,947
Oman,Germany,134407
Oman,India,216003
Oman,Iran,116976
Oman,Iraq,52
Oman,Italy,232530
Oman,Kenya,68955
Oman,Maldives,25693
Oman,Oman,1097767
Oman,Pakistan,137256
Oman,Philippines,170244
Oman,Poland,15978
Oman,Russia,2112
Oman,Saudi Arabia,423894
Oman,Switzerland,150725
Oman,Tanzania,63634
Oman,Turkey,7933
Oman,United Arab Emirates,434838
Pakistan,Afghanistan,43014
Pakistan,Canada,107651
Pakistan,China,295250
Pakistan,Iran,11839
Pakistan,Iraq,12133
Pakistan,Italy,55037
Pakistan,Japan,10039
Pakistan,Kuwait,50138
Pakistan,Malaysia,38866
Pakistan,Norway,30608
Pakistan,Oman,620549
Pakistan,Pakistan,3106706
Pakistan,Saudi Arabia,1706424
Pakistan,Turkey,177679
Pakistan,United Arab Emirates,957518
Pakistan,United Kingdom,575577
Pakistan,Uzbekistan,23809
Palau,Taiwan,48675
Panama,Argentina,118819
Panama,Bolivia,142360
Panama,Brazil,41589
Panama,Canada,194013
Panama,Chile,476998
Panama,Colombia,236862
Panama,Costa Rica,772308
Panama,Cuba,44058
Panama,Dominican Republic,814943
Panama,Ecuador,432415
Panama,El Salvador,192072
Panama,Guatemala,69
Panama,Honduras,175870
Panama,Mexico,20701
Panama,Panama,383996
Panama,Peru,81
Panama,Sint Maarten,37380
Panama,United States of America,412774
Panama,Venezuela,120511
Papua New Guinea,Australia,16392
Papua New Guinea,Micronesia,1255
Papua New Guinea,Papua New Guinea,1928704
Papua New Guinea,Singapore,82207
Papua New Guinea,Vanuatu,2658
Paraguay,Argentina,95477
Paraguay,Bolivia,29142
Paraguay,Brazil,375405
Paraguay,Chile,118099
Paraguay,Colombia,1181
Paraguay,Panama,186795
Paraguay,Paraguay,45486
Paraguay,Peru,137262
Paraguay,Spain,76366
Paraguay,Uruguay,72089
Peru,Argentina,256608
Peru,Bolivia,373174
Peru,Brazil,77360
Peru,Canada,169119
Peru,Chile,1878151
Peru,Colombia,166238
Peru,Costa Rica,136496
Peru,Dominican Republic,283820
Peru,Ecuador,262552
Peru,El Salvador,212442
Peru,Jamaica,3477
Peru,Mexico,701348
Peru,Panama,570877
Peru,Peru,13536966
Peru,Spain,732067
Peru,Turks and Caicos Islands,149
Peru,United States of America,838726
Peru,Uruguay,167463
Philippines,Australia,444208
Philippines,Cambodia,104975
Philippines,Canada,363044
Philippines,China,2245517
Philippines,Taiwan,2079332
Philippines,Hong Kong,772805
Philippines,Indonesia,2182
Philippines,Japan,2636543
Philippines,Macau,296633
Philippines,Malaysia,68229
Philippines,Palau,12720
Philippines,Papua New Guinea,103495
Philippines,Philippines,30936573
Philippines,Qatar,138361
Philippines,Russia,218
Philippines,Saudi Arabia,428822
Philippines,Singapore,3098140
Philippines,South Korea,2733038
Philippines,United Arab Emirates,251662
Philippines,United States of America,322122
Philippines,Vietnam,299307
Poland,Albania,11098
Poland,Austria,159129
Poland,Belgium,2
Poland,Bulgaria,24797
Poland,Canada,239897
Poland,Cape Verde,16966
Poland,Croatia,142895
Poland,Cyprus,101126
Poland,Czechia,38102
Poland,Egypt,79737
Poland,Finland,226328
Poland,France,130889
Poland,Georgia,85940
Poland,Germany,825903
Poland,Greece,175433
Poland,Iceland,54210
Poland,Ireland,120943
Poland,Israel,260744
Poland,Italy,562296
Poland,Latvia,11039
Poland,Lithuania,1898
Poland,Malta,115448
Poland,Montenegro,13842
Poland,Morocco,9418
Poland,Norway,1521077
Poland,Oman,15950
Poland,Poland,1948860
Poland,Portugal,108008
Poland,Romania,10799
Poland,Spain,303965
Poland,Sweden,365537
Poland,Switzerland,453467
Poland,Tanzania,10760
Poland,Tunisia,46138
Poland,Ukraine,382483
Poland,United Arab Emirates,15922
Poland,United Kingdom,2916367
Poland,United States of America,40380
Portugal,Austria,426186
Portugal,Belgium,3531
Portugal,Brazil,486143
Portugal,Bulgaria,34043
Portugal,Canada,566375
Portugal,Cape Verde,494963
Portugal,China,18528
Portugal,Croatia,26765
Portugal,Czechia,176395
Portugal,Dominican Republic,38696
Portugal,Estonia,1
Portugal,Finland,27655
Portugal,France,1735791
Portugal,Germany,2164671
Portugal,Greece,256
Portugal,Guinea Bissau,68633
Portugal,Iceland,462
Portugal,Ireland,253756
Portugal,Israel,133873
Portugal,Italy,1033123
Portugal,Japan,589
Portugal,Latvia,20834
Portugal,Lithuania,5312
Portugal,Luxembourg,354611
Portugal,Malta,26139
Portugal,Morocco,227655
Portugal,Mozambique,74205
Portugal,Netherlands,203977
Portugal,Norway,202467
Portugal,Poland,365500
Portugal,Portugal,5070398
Portugal,Romania,85276
Portugal,Sao Tome and Principe,65076
Portugal,Slovenia,61
Portugal,Spain,2408420
Portugal,Sweden,8240
Portugal,Switzerland,907172
Portugal,Tunisia,14435
Portugal,Ukraine,8151
Portugal,United Kingdom,3737606
Portugal,United States of America,393538
Qatar,Argentina,44991
Qatar,Armenia,68968
Qatar,Australia,1075639
Qatar,Austria,237311
Qatar,Azerbaijan,133860
Qatar,Bangladesh,8615
Qatar,Bosnia and Herzegovina,41371
Qatar,Botswana,721
Qatar,Brazil,132254
Qatar,Bulgaria,110988
Qatar,Cambodia,47003
Qatar,Canada,123212
Qatar,China,518791
Qatar,Croatia,142574
Qatar,Cyprus,90080
Qatar,Czechia,185060
Qatar,Djibouti,49680
Qatar,Finland,234390
Qatar,France,72955
Qatar,Georgia,169916
Qatar,Germany,1001716
Qatar,Greece,52896
Qatar,Hong Kong,385932
Qatar,India,935216
Qatar,Indonesia,595261
Qatar,Iran,513766
Qatar,Iraq,319002
Qatar,Ireland,143269
Qatar,Italy,1054739
Qatar,Japan,373453
Qatar,Kenya,315787
Qatar,Kuwait,1406671
Qatar,North Macedonia,35850
Qatar,Malaysia,608761
Qatar,Maldives,364431
Qatar,Malta,32235
Qatar,Morocco,53284
Qatar,Mozambique,49320
Qatar,Myanmar,75069
Qatar,Namibia,75596
Qatar,Nepal,697475
Qatar,Nigeria,114023
Qatar,Norway,179794
Qatar,Oman,1472738
Qatar,Pakistan,1296828
Qatar,Philippines,703253
Qatar,Poland,263193
Qatar,Portugal,65106
Qatar,Romania,156089
Qatar,Russia,65231
Qatar,Rwanda,45661
Qatar,Saudi Arabia,17
Qatar,Seychelles,118834
